era,player,wickets,balls_bowled,matches,economy,bowling_sr,bowling_avg,dot_pct,impact_score
2013-2017,VR Aaron,28,586,29,8.477815699658702,20.928571428571427,29.571428571428573,42.491467576791806,0.5234456601328035
2013-2017,LH Ferguson,5,78,4,6.6923076923076925,15.6,17.4,55.12820512820513,0.5208156460486346
2013-2017,Azhar Mahmood,17,281,12,7.814946619217082,16.529411764705884,21.529411764705884,38.79003558718861,0.517060371465212
2013-2017,SK Trivedi,12,359,17,6.935933147632312,29.916666666666668,34.583333333333336,37.60445682451253,0.5146691119310498
2013-2017,IC Pandey,19,462,24,7.766233766233766,24.31578947368421,31.473684210526315,48.268398268398265,0.5145751321380994
2013-2017,JP Duminy,13,342,25,7.175438596491228,26.307692307692307,31.46153846153846,31.57894736842105,0.5139194127391978
2013-2017,JA Morkel,18,342,19,7.912280701754385,19.0,25.055555555555557,40.643274853801174,0.5129255721124458
2013-2017,GB Hogg,15,242,12,7.760330578512397,16.133333333333333,20.866666666666667,38.01652892561984,0.5125350999516269
2013-2017,S Kaul,23,423,21,8.425531914893618,18.391304347826086,25.82608695652174,33.33333333333333,0.5109906462719145
2013-2017,Iqbal Abdulla,20,419,21,8.0763723150358,20.95,28.2,31.980906921241047,0.5105100271854874
2013-2017,KW Richardson,20,317,14,8.271293375394322,15.85,21.85,41.32492113564668,0.5101973363826782
2013-2017,TG Southee,21,546,24,8.076923076923077,26.0,35.0,41.208791208791204,0.5064583214527382
2013-2017,Mohammed Shami,27,625,31,8.7264,23.14814814814815,33.666666666666664,37.92,0.5059857048782109
2013-2017,DT Christian,12,276,15,7.478260869565217,23.0,28.666666666666668,34.05797101449276,0.5026627879592993
2013-2017,IK Pathan,19,510,29,7.964705882352941,26.842105263157894,35.63157894736842,40.98039215686274,0.5024372154108385
2013-2017,Kuldeep Yadav,18,318,14,8.226415094339622,17.666666666666668,24.22222222222222,33.33333333333333,0.5018782129574612
2013-2017,Gurkeerat Singh,5,78,6,7.153846153846153,15.6,18.6,33.33333333333333,0.5015848768201548
2013-2017,S Badree,11,258,12,7.4186046511627906,23.454545454545453,29.0,44.18604651162791,0.5007487689307919
2013-2017,VS Malik,3,78,4,6.615384615384616,26.0,28.666666666666668,47.43589743589743,0.500689090676875
2013-2017,Bipul Sharma,13,248,17,7.814516129032258,19.076923076923077,24.846153846153847,32.25806451612903,0.49836279434927566
2013-2017,PJ Cummins,19,361,16,8.3601108033241,19.0,26.473684210526315,37.396121883656505,0.49796968825293186
2013-2017,WD Parnell,13,270,12,7.777777777777778,20.76923076923077,26.923076923076923,45.55555555555556,0.49730233061397433
2013-2017,CH Gayle,5,96,9,7.125,19.2,22.8,39.58333333333333,0.49727455045376145
2013-2017,MR Marsh,11,170,10,7.835294117647059,15.454545454545455,20.181818181818183,38.23529411764706,0.4956361510363995
2013-2017,Yuvraj Singh,15,371,33,7.859838274932614,24.733333333333334,32.4,26.1455525606469,0.4952207944870307
2013-2017,B Lee,4,72,3,7.166666666666666,18.0,21.5,51.388888888888886,0.4936721521202454
2013-2017,RP Singh,17,311,15,8.315112540192926,18.294117647058822,25.352941176470587,38.90675241157556,0.49351804169998703
2013-2017,R Sharma,10,282,13,7.361702127659575,28.2,34.6,33.687943262411345,0.49214985671286693
2013-2017,M Kartik,13,282,13,7.8936170212765955,21.692307692307693,28.53846153846154,29.78723404255319,0.4910622981756435
2013-2017,CR Woakes,18,264,13,8.613636363636363,14.666666666666666,21.055555555555557,35.22727272727273,0.4903375346079955
2013-2017,S Sreesanth,6,130,7,7.292307692307691,21.666666666666668,26.333333333333332,54.61538461538461,0.49023018865659923
2013-2017,Ankit Sharma,8,216,11,7.305555555555555,27.0,32.875,34.72222222222222,0.4889193062906415
2013-2017,Harmeet Singh,7,92,4,7.760869565217391,13.142857142857142,17.0,44.565217391304344,0.48746197107505956
2013-2017,D Wiese,17,278,14,8.546762589928058,16.352941176470587,23.294117647058822,29.856115107913666,0.48683824766192263
2013-2017,BAW Mendis,2,72,3,6.5,36.0,39.0,40.27777777777778,0.48648127527151064
2013-2017,J Botha,6,160,10,7.199999999999999,26.666666666666668,32.0,36.875,0.4864204404978878
2013-2017,RS Bopara,8,120,7,7.85,15.0,19.625,33.33333333333333,0.48460828591873484
2013-2017,SN Thakur,14,247,13,8.307692307692307,17.642857142857142,24.428571428571427,38.46153846153847,0.48371330426303627
2013-2017,J Yadav,4,180,10,6.433333333333334,45.0,48.25,40.55555555555556,0.48288583684836317
2013-2017,I Sharma,23,706,33,8.6685552407932,30.695652173913043,44.34782608695652,42.77620396600567,0.48202449812370435
2013-2017,TA Boult,16,335,14,8.57910447761194,20.9375,29.9375,42.68656716417911,0.47476717868764196
2013-2017,Anureet Singh,17,358,17,8.731843575418996,21.058823529411764,30.647058823529413,36.87150837988827,0.47192098510637404
2013-2017,S Gopal,7,115,6,8.034782608695652,16.428571428571427,22.0,32.17391304347826,0.4710179062809753
2013-2017,CJ Jordan,14,174,10,8.827586206896552,12.428571428571429,18.285714285714285,32.758620689655174,0.4700350705557489
2013-2017,AD Mathews,13,396,22,8.106060606060606,30.46153846153846,41.15384615384615,30.303030303030305,0.4687832078593771
2013-2017,DP Nannes,5,119,5,7.663865546218487,23.8,30.4,45.378151260504204,0.46777838951994255
2013-2017,DJG Sammy,14,236,19,8.720338983050848,16.857142857142858,24.5,31.779661016949152,0.46772276310678895
2013-2017,BB Sran,14,327,16,8.495412844036698,23.357142857142858,33.07142857142857,37.00305810397553,0.4671420129588664
2013-2017,DJ Muthuswami,4,84,6,7.714285714285715,21.0,27.0,55.952380952380956,0.46626115060285694
2013-2017,BCJ Cutting,9,167,9,8.263473053892216,18.555555555555557,25.555555555555557,31.137724550898206,0.46563974873136754
2013-2017,CR Brathwaite,10,175,10,8.46857142857143,17.5,24.7,28.000000000000004,0.46241393280312865
2013-2017,AS Rajpoot,8,174,11,8.137931034482758,21.75,29.5,36.7816091954023,0.4622756917774314
2013-2017,C de Grandhomme,4,96,9,7.75,24.0,31.0,35.41666666666667,0.4601795141622944
2013-2017,K Rabada,8,128,6,8.4375,16.0,22.5,40.625,0.45859793885410083
2013-2017,JO Holder,8,216,11,8.083333333333334,27.0,36.375,38.88888888888889,0.4565118988870921
2013-2017,AN Ahmed,8,200,9,8.19,25.0,34.125,38.5,0.4551298152449398
2013-2017,A Choudhary,5,101,5,8.138613861386139,20.2,27.4,41.584158415841586,0.4535094591668187
2013-2017,Ankit Soni,4,109,6,7.81651376146789,27.25,35.5,34.862385321100916,0.4524317711319308
2013-2017,Karanveer Singh,14,204,9,9.23529411764706,14.571428571428571,22.428571428571427,32.35294117647059,0.449766140084135
2013-2017,RJ Harris,1,72,3,6.0,72.0,72.0,58.333333333333336,0.4484884104669607
2013-2017,M Muralitharan,7,234,11,7.9743589743589745,33.42857142857143,44.42857142857143,38.034188034188034,0.44750549089638514
2013-2017,BE Hendricks,11,150,7,9.08,13.636363636363637,20.636363636363637,36.666666666666664,0.44655737030977355
2013-2017,M Ashwin,7,171,10,8.350877192982455,24.428571428571427,34.0,33.91812865497076,0.4455978553968746
2013-2017,TS Mills,5,107,5,8.299065420560748,21.4,29.6,42.05607476635514,0.4449865610542814
2013-2017,Basil Thampi,15,268,12,9.35820895522388,17.866666666666667,27.866666666666667,29.47761194029851,0.44330278823504665
2013-2017,BW Hilfenhaus,9,168,8,8.821428571428573,18.666666666666668,27.444444444444443,44.642857142857146,0.44222147101446685
2013-2017,DJ Hooda,6,193,16,8.082901554404145,32.166666666666664,43.333333333333336,28.497409326424872,0.44121138353057965
2013-2017,DR Smith,17,288,26,9.625,16.941176470588236,27.176470588235293,30.555555555555557,0.4410109945608137
2013-2017,Mohammed Siraj,10,138,6,9.17391304347826,13.8,21.1,36.231884057971016,0.4386900663354376
2013-2017,J Suchith,10,246,13,8.78048780487805,24.6,36.0,28.86178861788618,0.4385460362789748
2013-2017,MP Stoinis,11,201,12,9.104477611940299,18.272727272727273,27.727272727272727,27.363184079601986,0.4384383606810229
2013-2017,GJ Maxwell,10,306,31,8.80392156862745,30.6,44.9,30.392156862745097,0.4283825470509104
2013-2017,KC Cariappa,8,204,10,8.882352941176471,25.5,37.75,29.901960784313726,0.42551618583224704
2013-2017,J Syed Mohammad,4,60,4,9.0,15.0,22.5,18.333333333333332,0.42187680444309483
2013-2017,KA Pollard,18,459,39,9.96078431372549,25.5,42.333333333333336,25.272331154684096,0.4176185823514147
2013-2017,Shivam Sharma,4,114,5,8.68421052631579,28.5,41.25,32.45614035087719,0.41436376376647044
2013-2017,YK Pathan,5,180,19,8.5,36.0,51.0,28.888888888888886,0.41425905305910615
2013-2017,HH Pandya,10,358,31,8.966480446927374,35.8,53.5,31.564245810055862,0.41364712237130286
2013-2017,SK Raina,6,324,25,7.962962962962962,54.0,71.66666666666667,30.555555555555557,0.41277805275412144
2013-2017,A Ashish Reddy,8,99,11,9.696969696969697,12.375,20.0,27.27272727272727,0.4116705637731396
2013-2017,S Kaushik,6,204,10,8.76470588235294,34.0,49.666666666666664,35.294117647058826,0.4099957058011457
2013-2017,P Sahu,3,105,5,8.571428571428571,35.0,50.0,25.71428571428571,0.40540663557681267
2013-2017,Parvez Rasool,4,198,11,8.181818181818182,49.5,67.5,31.313131313131315,0.40314198969953413
2013-2017,MM Patel,4,132,6,8.863636363636363,33.0,48.75,33.33333333333333,0.3999973754083699
2013-2017,MS Gony,7,180,9,9.433333333333334,25.714285714285715,40.42857142857143,37.77777777777778,0.3985268557055382
2013-2017,CJ Anderson,9,245,19,9.600000000000001,27.22222222222222,43.55555555555556,28.57142857142857,0.3966808958425332
2013-2017,AG Murtaza,3,60,3,9.4,20.0,31.333333333333332,31.666666666666664,0.3938505320703355
2013-2017,T Natarajan,2,76,6,8.68421052631579,38.0,55.0,32.89473684210527,0.39241014255075746
2013-2017,LR Shukla,2,74,7,8.756756756756756,37.0,54.0,41.891891891891895,0.39091856335029185
2013-2017,AF Milne,5,108,5,9.666666666666668,21.6,34.8,34.25925925925926,0.3876969397264755
2013-2017,R Shukla,7,102,6,10.294117647058822,14.571428571428571,25.0,37.254901960784316,0.3797225671048778
2013-2017,P Suyal,2,96,5,8.75,48.0,70.0,40.625,0.3743571104720934
2013-2017,T Shamsi,3,96,4,9.4375,32.0,50.333333333333336,31.25,0.3739138672599436
2013-2017,DJ Hussey,2,83,5,9.180722891566266,41.5,63.5,30.120481927710845,0.36636299593136523
2013-2017,SW Tait,1,60,3,8.9,60.0,89.0,41.66666666666667,0.3460292419585902
2013-2017,Swapnil Singh,1,60,5,8.9,60.0,89.0,16.666666666666664,0.3460292419585902
2013-2017,PJ Sangwan,6,156,9,10.653846153846153,26.0,46.166666666666664,40.38461538461539,0.3435309710386845
2013-2017,R Sathish,3,60,6,10.9,20.0,36.333333333333336,16.666666666666664,0.33135053207777593
2013-2017,DL Chahar,1,72,5,9.333333333333334,72.0,112.0,37.5,0.30959952159460624
2013-2017,KJ Abbott,2,96,5,10.875,48.0,87.0,31.25,0.28581544381596746
2013-2017,SB Jakati,1,172,9,9.209302325581396,172.0,264.0,23.837209302325583,0.16164944016217267
2013-2017,AB Agarkar,0,60,4,9.0,,,30.0,
2018-2022,JJ Bumrah,108,1720,73,6.903488372093024,15.925925925925926,18.324074074074073,44.302325581395344,0.892998881146659
2018-2022,Rashid Khan,101,1884,78,6.398089171974522,18.653465346534652,19.89108910891089,40.605095541401276,0.8839549003199361
2018-2022,YS Chahal,100,1665,75,7.308108108108108,16.65,20.28,37.65765765765766,0.845401407821007
2018-2022,K Rabada,100,1309,57,8.058059587471352,13.09,17.58,41.3292589763178,0.8196044317450633
2018-2022,Mohammed Shami,89,1419,62,8.152219873150106,15.9438202247191,21.662921348314608,42.706131078224104,0.7705706321728231
2018-2022,TA Boult,83,1458,64,8.065843621399177,17.566265060240966,23.6144578313253,43.415637860082306,0.7494631647063377
2018-2022,HV Patel,69,902,42,7.842572062084257,13.072463768115941,17.08695652173913,36.14190687361419,0.7137951149559378
2018-2022,SP Narine,62,1532,66,6.9986945169712795,24.70967741935484,28.822580645161292,37.40208877284596,0.7052120799421259
2018-2022,R Ashwin,64,1610,73,7.386335403726708,25.15625,30.96875,30.745341614906835,0.6957840005535231
2018-2022,DJ Bravo,70,1102,55,8.319419237749546,15.742857142857142,21.82857142857143,31.03448275862069,0.693541332344538
2018-2022,SN Thakur,74,1303,61,8.795088257866462,17.60810810810811,25.81081081081081,37.75901765157329,0.6856805689359861
2018-2022,DL Chahar,60,1252,58,7.4712460063897765,20.866666666666667,25.983333333333334,44.4888178913738,0.6839993698895867
2018-2022,RD Chahar,56,1138,52,7.428822495606327,20.321428571428573,25.160714285714285,36.99472759226713,0.6717870592425849
2018-2022,JC Archer,47,825,35,7.025454545454545,17.5531914893617,20.5531914893617,47.63636363636364,0.6594993941956043
2018-2022,RA Jadeja,52,1280,69,7.237500000000001,24.615384615384617,29.692307692307693,33.984375,0.6583691937404696
2018-2022,AR Patel,48,1308,62,7.082568807339451,27.25,32.166666666666664,33.562691131498475,0.6459757738450957
2018-2022,KH Pandya,47,1245,69,7.190361445783132,26.48936170212766,31.74468085106383,33.65461847389558,0.6389453846606696
2018-2022,CV Varun,43,972,42,7.160493827160494,22.6046511627907,26.976744186046513,36.62551440329218,0.631323246596051
2018-2022,B Kumar,48,1281,56,7.456674473067916,26.6875,33.166666666666664,44.80874316939891,0.631249326750428
2018-2022,Sandeep Sharma,47,1093,48,7.591948764867338,23.25531914893617,29.425531914893618,39.24977127172918,0.6271644822738833
2018-2022,AD Russell,63,799,55,9.409261576971215,12.682539682539682,19.88888888888889,34.16770963704631,0.6268912070724021
2018-2022,KK Ahmed,51,778,34,8.359897172236504,15.254901960784315,21.254901960784313,41.38817480719794,0.6222315287826952
2018-2022,Avesh Khan,50,808,37,8.294554455445544,16.16,22.34,42.07920792079208,0.6198645698998015
2018-2022,Ravi Bishnoi,41,846,37,7.425531914893616,20.634146341463413,25.536585365853657,38.061465721040186,0.6158897838967389
2018-2022,Imran Tahir,36,600,27,7.180000000000001,16.666666666666668,19.944444444444443,37.0,0.613676688950019
2018-2022,M Prasidh Krishna,53,1151,51,8.53866203301477,21.71698113207547,30.90566037735849,42.83231972198089,0.6122957913491341
2018-2022,A Nortje,44,682,30,7.970674486803519,15.5,20.59090909090909,42.961876832844574,0.6121479254341782
2018-2022,JO Holder,47,608,27,8.338815789473685,12.936170212765957,17.97872340425532,34.53947368421053,0.6118455015238311
2018-2022,Arshdeep Singh,46,757,37,8.13210039630119,16.456521739130434,22.304347826086957,36.19550858652576,0.6113646459399411
2018-2022,Mohammed Siraj,51,1196,59,8.408026755852843,23.45098039215686,32.86274509803921,42.80936454849498,0.6076764548073813
2018-2022,MC Henriques,4,60,5,4.6000000000000005,15.0,11.5,51.66666666666667,0.6052101377546028
2018-2022,UT Yadav,46,876,39,8.198630136986301,19.043478260869566,26.02173913043478,44.86301369863014,0.6046314762877053
2018-2022,MM Ali,29,554,37,6.725631768953068,19.103448275862068,21.413793103448278,36.8231046931408,0.6029516204078065
2018-2022,A Mishra,32,606,28,7.0,18.9375,22.09375,32.838283828382835,0.6028848186407803
2018-2022,Kuldeep Yadav,45,876,43,8.226027397260275,19.466666666666665,26.68888888888889,30.136986301369863,0.5991382422799194
2018-2022,S Gopal,43,834,42,8.086330935251798,19.3953488372093,26.13953488372093,33.45323741007194,0.5976607212516061
2018-2022,Mohsin Khan,14,198,9,5.757575757575758,14.142857142857142,13.571428571428571,54.04040404040404,0.5953272919083283
2018-2022,CH Morris,45,718,33,8.515320334261839,15.955555555555556,22.644444444444446,39.136490250696376,0.5924605144249399
2018-2022,HH Pandya,43,694,39,8.412103746397694,16.13953488372093,22.627906976744185,38.61671469740634,0.5890720926366408
2018-2022,LH Ferguson,40,690,31,8.365217391304348,17.25,24.05,39.42028985507247,0.5782142572323804
2018-2022,T Natarajan,41,683,29,8.486090775988288,16.658536585365855,23.5609756097561,33.96778916544656,0.5777872070964781
2018-2022,Mustafizur Rahman,36,668,29,8.05688622754491,18.555555555555557,24.916666666666668,37.12574850299401,0.5742475331605547
2018-2022,JR Hazlewood,33,549,24,8.065573770491802,16.636363636363637,22.363636363636363,43.89799635701275,0.5657130701456659
2018-2022,S Kaul,40,786,34,8.717557251908396,19.65,28.55,34.223918575063614,0.5598585967468439
2018-2022,L Ngidi,28,324,14,7.962962962962962,11.571428571428571,15.357142857142858,42.901234567901234,0.5592253312436775
2018-2022,PWH de Silva,27,378,18,7.841269841269842,14.0,18.296296296296298,40.74074074074074,0.5568735933030484
2018-2022,M Ashwin,28,675,32,7.644444444444445,24.107142857142858,30.714285714285715,35.11111111111111,0.5533024961550332
2018-2022,Washington Sundar,26,738,39,7.414634146341464,28.384615384615383,35.07692307692308,32.926829268292686,0.5489209357348037
2018-2022,Shivam Mavi,33,649,32,8.375963020030817,19.666666666666668,27.454545454545453,41.14021571648691,0.5481402441410147
2018-2022,Harbhajan Singh,25,497,26,7.678068410462776,19.88,25.44,41.04627766599598,0.547262904754678
2018-2022,AJ Tye,36,558,24,8.881720430107528,15.5,22.944444444444443,31.36200716845878,0.544558048171675
2018-2022,SM Curran,35,648,31,8.953703703703704,18.514285714285716,27.62857142857143,35.03086419753087,0.5332396261934839
2018-2022,R Tewatia,27,704,43,8.011363636363637,26.074074074074073,34.81481481481482,29.97159090909091,0.5312987662606372
2018-2022,TG Southee,30,510,23,8.647058823529411,17.0,24.5,38.03921568627451,0.529816622287927
2018-2022,Shakib Al Hasan,23,563,28,7.8117229129662515,24.47826086956522,31.869565217391305,30.19538188277087,0.5272457928220721
2018-2022,MJ Santner,10,240,12,6.675000000000001,24.0,26.7,38.333333333333336,0.5271934030456451
2018-2022,IS Sodhi,9,181,8,6.729281767955801,20.11111111111111,22.555555555555557,36.46408839779006,0.5271825494586257
2018-2022,PJ Cummins,29,592,26,8.52364864864865,20.413793103448278,29.0,40.03378378378378,0.5260278761110129
2018-2022,Umran Malik,25,367,17,8.386920980926432,14.68,20.52,46.86648501362398,0.5256895190734588
2018-2022,MJ McClenaghan,19,348,16,7.862068965517241,18.31578947368421,24.0,42.5287356321839,0.5197690812403853
2018-2022,JD Unadkat,39,916,44,9.458515283842795,23.487179487179485,37.02564102564103,30.349344978165938,0.5194062276908162
2018-2022,Mujeeb Ur Rahman,20,434,19,7.880184331797235,21.7,28.5,35.02304147465438,0.51753614118546
2018-2022,PP Chawla,31,711,36,8.843881856540085,22.93548387096774,33.806451612903224,33.33333333333333,0.5162310697108207
2018-2022,GJ Maxwell,19,462,33,7.753246753246753,24.31578947368421,31.42105263157895,33.98268398268398,0.5151162576791604
2018-2022,C Sakariya,17,378,17,7.698412698412698,22.235294117647058,28.529411764705884,35.44973544973545,0.5131792162695908
2018-2022,M Theekshana,12,210,9,7.571428571428571,17.5,22.083333333333332,32.38095238095238,0.5072022925869698
2018-2022,NM Coulter-Nile,13,294,13,7.591836734693878,22.615384615384617,28.615384615384617,42.857142857142854,0.5022230794886384
2018-2022,I Sharma,15,366,17,7.77049180327869,24.4,31.6,41.53005464480874,0.4994539576057949
2018-2022,Navdeep Saini,23,628,30,8.378980891719745,27.304347826086957,38.130434782608695,43.789808917197455,0.499282794751144
2018-2022,KMA Paul,9,163,8,7.509202453987731,18.11111111111111,22.666666666666668,33.12883435582822,0.49774821501292704
2018-2022,V Shankar,11,232,21,7.655172413793104,21.09090909090909,26.90909090909091,34.05172413793103,0.4945109324971797
2018-2022,R Sai Kishore,6,96,5,7.5,16.0,20.0,28.125,0.49025303144211174
2018-2022,J Suchith,10,174,8,7.827586206896552,17.4,22.7,40.804597701149426,0.48927476840982387
2018-2022,Mohammad Nabi,11,277,14,7.689530685920578,25.181818181818183,32.27272727272727,35.74007220216607,0.4868154180035842
2018-2022,KA Pollard,14,289,26,8.179930795847751,20.642857142857142,28.142857142857142,27.68166089965398,0.48444315938661464
2018-2022,DR Sams,15,360,16,8.2,24.0,32.8,40.0,0.48217025490489007
2018-2022,S Lamichhane,14,210,9,8.457142857142857,15.0,21.142857142857142,36.666666666666664,0.4815328890961439
2018-2022,K Gowtham,18,480,28,8.3875,26.666666666666668,37.27777777777778,35.833333333333336,0.4813857182811444
2018-2022,Lalit Yadav,8,192,13,7.65625,24.0,30.625,30.729166666666668,0.47890057897650695
2018-2022,RP Meredith,14,270,13,8.377777777777778,19.285714285714285,26.928571428571427,42.22222222222222,0.4782775656845649
2018-2022,M Markande,17,360,20,8.616666666666667,21.176470588235293,30.41176470588235,31.38888888888889,0.4765398840997911
2018-2022,J Yadav,5,186,9,7.064516129032258,37.2,43.8,39.784946236559136,0.4722334645279172
2018-2022,Simarjeet Singh,4,108,6,7.388888888888888,27.0,33.25,52.77777777777778,0.470632269254155
2018-2022,M Jansen,10,228,10,8.078947368421053,22.8,30.7,42.54385964912281,0.4705330125161231
2018-2022,Harpreet Brar,9,288,15,7.666666666666666,32.0,40.888888888888886,37.15277777777778,0.4699208116953984
2018-2022,K Kartikeya,5,78,4,7.923076923076923,15.6,20.6,38.46153846153847,0.4695335947726884
2018-2022,OC McCoy,11,155,7,8.516129032258064,14.090909090909092,20.0,30.967741935483872,0.4693560028715808
2018-2022,O Thomas,5,60,4,8.100000000000001,12.0,16.2,36.666666666666664,0.46767404934494444
2018-2022,B Stanlake,5,96,4,7.875,19.2,25.2,48.95833333333333,0.4660245504574817
2018-2022,Mukesh Choudhary,16,273,13,8.945054945054945,17.0625,25.4375,43.58974358974359,0.4654525665994145
2018-2022,PJ Sangwan,3,66,4,7.636363636363637,22.0,28.0,40.909090909090914,0.46427301974467283
2018-2022,Shahbaz Ahmed,13,330,22,8.49090909090909,25.384615384615383,35.92307692307692,26.666666666666668,0.46052153943810004
2018-2022,SS Cottrell,6,120,6,8.100000000000001,20.0,27.0,49.166666666666664,0.45912830984156194
2018-2022,Abhishek Sharma,7,156,17,8.115384615384617,22.285714285714285,30.142857142857142,26.282051282051285,0.4586911469879814
2018-2022,PVD Chameera,11,264,12,8.40909090909091,24.0,33.63636363636363,46.21212121212121,0.45864331887912835
2018-2022,MP Stoinis,24,453,38,9.774834437086094,18.875,30.75,28.03532008830022,0.45773278625499014
2018-2022,AS Joseph,14,232,12,9.0,16.571428571428573,24.857142857142858,41.810344827586206,0.4565077008498324
2018-2022,CJ Jordan,18,368,18,9.26086956521739,20.444444444444443,31.555555555555557,33.69565217391305,0.4545226644513479
2018-2022,Yash Dayal,11,192,9,8.78125,17.454545454545453,25.545454545454547,39.58333333333333,0.4531589618079563
2018-2022,S Nadeem,15,300,17,9.08,20.0,30.266666666666666,23.666666666666668,0.45162830984611446
2018-2022,N Rana,7,121,17,8.479338842975206,17.285714285714285,24.428571428571427,31.40495867768595,0.451182289511253
2018-2022,JL Pattinson,11,213,10,8.788732394366198,19.363636363636363,28.363636363636363,36.61971830985916,0.44992403279256743
2018-2022,R Dhawan,6,114,6,8.368421052631579,19.0,26.5,28.947368421052634,0.44947527971745915
2018-2022,Kartik Tyagi,15,361,16,8.99168975069252,24.066666666666666,36.06666666666667,38.78116343490305,0.44908110326990325
2018-2022,MR Marsh,4,76,5,8.210526315789474,19.0,26.0,34.21052631578947,0.4486468196777581
2018-2022,CR Woakes,13,176,8,9.238636363636363,13.538461538461538,20.846153846153847,45.45454545454545,0.4475048350065637
2018-2022,BA Stokes,17,419,25,9.307875894988067,24.647058823529413,38.23529411764706,31.980906921241047,0.44242540290441584
2018-2022,AS Rajpoot,16,355,18,9.36338028169014,22.1875,34.625,41.971830985915496,0.44017504468717206
2018-2022,HF Gurney,7,162,8,8.555555555555555,23.142857142857142,33.0,31.48148148148148,0.4390382508060964
2018-2022,SL Malinga,18,269,12,9.8364312267658,14.944444444444445,24.5,33.82899628252788,0.4389624207612007
2018-2022,KV Sharma,10,188,11,9.03191489361702,18.8,28.3,25.0,0.43695075390787746
2018-2022,NT Ellis,4,102,5,8.352941176470587,25.5,35.5,39.21568627450981,0.4327601945443552
2018-2022,KA Jamieson,9,168,9,9.071428571428571,18.666666666666668,28.22222222222222,41.66666666666667,0.4318048043490403
2018-2022,SR Watson,7,168,11,8.714285714285714,24.0,34.857142857142854,33.92857142857143,0.43111205384951434
2018-2022,CR Brathwaite,6,79,6,9.037974683544304,13.166666666666666,19.833333333333332,36.708860759493675,0.4305090974378921
2018-2022,LS Livingstone,6,144,13,8.708333333333332,24.0,34.833333333333336,28.47222222222222,0.4276563660188314
2018-2022,JP Behrendorff,5,114,5,8.68421052631579,22.8,33.0,47.368421052631575,0.42679519575516434
2018-2022,DT Christian,8,171,13,9.052631578947368,21.375,32.25,29.82456140350877,0.42473736174627374
2018-2022,JDS Neesham,7,162,9,9.0,23.142857142857142,34.714285714285715,32.098765432098766,0.4205197322897824
2018-2022,KR Sen,8,151,7,9.258278145695364,18.875,29.125,39.0728476821192,0.41999670580166437
2018-2022,A Zampa,2,66,3,8.272727272727273,33.0,45.5,30.303030303030305,0.417211180119312
2018-2022,GC Viljoen,8,138,6,9.434782608695652,17.25,27.125,34.05797101449276,0.41513052132896033
2018-2022,GHS Garton,3,90,5,8.533333333333333,30.0,42.666666666666664,35.55555555555556,0.41464983916833276
2018-2022,DJ Willey,3,126,7,8.095238095238095,42.0,56.666666666666664,37.301587301587304,0.41452964260955005
2018-2022,B Laughlin,9,126,7,9.666666666666668,14.0,22.555555555555557,26.984126984126984,0.41414872558785243
2018-2022,S Sandeep Warrier,2,102,5,7.7058823529411775,51.0,65.5,43.13725490196079,0.4132684712250541
2018-2022,D Pretorius,7,126,6,9.571428571428573,18.0,28.714285714285715,29.365079365079367,0.4045848505447692
2018-2022,I Udana,8,174,10,9.586206896551724,21.75,34.75,28.160919540229884,0.4019308641984084
2018-2022,AF Milne,4,99,5,9.151515151515152,24.75,37.75,40.4040404040404,0.4006346642221206
2018-2022,VG Arora,4,107,5,9.08411214953271,26.75,40.5,36.44859813084112,0.4003807618359583
2018-2022,DS Kulkarni,10,371,20,9.266846361185983,37.1,57.3,38.81401617250674,0.39914134142420477
2018-2022,VR Iyer,3,75,8,9.120000000000001,25.0,38.0,22.666666666666664,0.39786129673120574
2018-2022,HR Shokeen,2,90,5,8.399999999999999,45.0,63.0,47.77777777777778,0.3935339850063352
2018-2022,C de Grandhomme,3,120,10,8.75,40.0,58.333333333333336,23.333333333333332,0.3903102573828148
2018-2022,Basil Thampi,11,253,13,10.102766798418973,23.0,38.72727272727273,33.201581027667984,0.38960467056640835
2018-2022,Fazalhaq Farooqi,2,72,3,8.833333333333334,36.0,53.0,33.33333333333333,0.38925905306086245
2018-2022,TK Curran,13,238,13,10.46218487394958,18.307692307692307,31.923076923076923,24.789915966386555,0.3892210944017883
2018-2022,LE Plunkett,4,150,7,8.96,37.5,56.0,28.000000000000004,0.3890919120897296
2018-2022,S Dube,5,106,13,9.679245283018869,21.2,34.2,23.58490566037736,0.38778530287221546
2018-2022,MK Lomror,1,72,8,7.583333333333333,72.0,91.0,25.0,0.3825161882525923
2018-2022,KL Nagarkoti,5,180,11,9.4,36.0,56.4,28.888888888888886,0.37675905306357044
2018-2022,P Negi,4,91,6,9.824175824175825,22.75,37.25,37.362637362637365,0.37566949699969215
2018-2022,K Khejroliya,3,95,5,9.536842105263158,31.666666666666668,50.333333333333336,30.526315789473685,0.37028500634143197
2018-2022,BB Sran,6,156,8,10.038461538461538,26.0,43.5,34.61538461538461,0.3691719966766576
2018-2022,FA Allen,2,90,4,9.0,45.0,67.5,28.888888888888886,0.36853398500931134
2018-2022,DJ Hooda,3,156,14,8.961538461538462,52.0,77.66666666666667,28.846153846153843,0.36312199000918366
2018-2022,MM Sharma,9,220,11,10.60909090909091,24.444444444444443,43.22222222222222,29.545454545454547,0.35888872019342155
