era,player,wickets,balls_bowled,matches,economy,bowling_sr,bowling_avg,dot_pct,impact_score
2018-2022,AK Markram,1,60,6,8.6,60.0,86.0,28.333333333333332,0.3585292419571021
2018-2022,DW Steyn,5,118,5,10.322033898305085,23.6,40.6,37.28813559322034,0.35732761094302934
2018-2022,Akash Deep,6,113,5,10.619469026548673,18.833333333333332,33.333333333333336,35.39823008849557,0.35593681088222634
2018-2022,VR Aaron,6,150,10,10.44,25.0,43.5,37.333333333333336,0.35397240784876166
2018-2022,TS Mills,6,102,5,10.941176470588236,17.0,31.0,29.411764705882355,0.3453394981171231
2018-2022,R Parag,5,157,19,10.471337579617835,31.4,54.8,19.745222929936308,0.33916341709552966
2018-2022,BCJ Cutting,3,114,8,10.157894736842104,38.0,64.33333333333333,22.807017543859647,0.334710337489807
2018-2022,JA Richardson,3,66,3,10.818181818181818,22.0,39.666666666666664,36.36363636363637,0.331697262184698
2018-2022,OF Smith,7,90,6,11.533333333333333,12.857142857142858,24.714285714285715,40.0,0.3307134608701454
2018-2022,TU Deshpande,4,144,7,10.416666666666668,36.0,62.5,32.63888888888889,0.3306942382538328
2018-2022,MG Johnson,2,126,6,10.047619047619047,63.0,105.5,36.507936507936506,0.2973219441478474
2023-2026,JJ Bumrah,42,619,26,6.416801292407109,14.738095238095237,15.761904761904763,45.39579967689822,0.6706518480910822
2023-2026,CV Varun,58,952,43,8.123949579831933,16.413793103448278,22.224137931034484,39.075630252100844,0.6562141329863322
2023-2026,HV Patel,62,855,41,9.249122807017544,13.790322580645162,21.258064516129032,30.409356725146196,0.628163736653997
2023-2026,YS Chahal,58,959,43,8.796663190823775,16.53448275862069,24.24137931034483,29.092805005213762,0.6279996015637532
2023-2026,M Pathirana,49,661,30,8.142208774583963,13.489795918367347,18.306122448979593,36.30862329803328,0.6265971670540922
2023-2026,TA Boult,52,918,42,8.326797385620916,17.653846153846153,24.5,41.17647058823529,0.6236411739306251
2023-2026,Noor Ahmad,47,804,38,7.977611940298508,17.106382978723403,22.74468085106383,35.9452736318408,0.6205103138495986
2023-2026,Arshdeep Singh,60,981,45,9.204892966360855,16.35,25.083333333333332,38.1243628950051,0.6186799113767059
2023-2026,Kuldeep Yadav,44,894,40,7.671140939597315,20.318181818181817,25.977272727272727,31.879194630872483,0.617250984331734
2023-2026,Mohammed Siraj,51,978,44,8.343558282208589,19.176470588235293,26.666666666666668,45.807770961145195,0.616907686844046
2023-2026,SP Narine,42,930,42,7.554838709677419,22.142857142857142,27.88095238095238,33.87096774193548,0.6118955960753656
2023-2026,RA Jadeja,40,869,45,7.760644418872268,21.725,28.1,31.070195627157656,0.5965527654534403
2023-2026,Rashid Khan,48,1018,45,8.664047151277014,21.208333333333332,30.625,31.630648330058943,0.589331724444201
2023-2026,B Kumar,49,984,45,8.939024390243901,20.081632653061224,29.918367346938776,40.243902439024396,0.5833032251915733
2023-2026,TU Deshpande,51,821,39,9.361753958587089,16.098039215686274,25.11764705882353,38.24604141291108,0.5791965007830981
2023-2026,MM Sharma,49,649,33,9.346687211093991,13.244897959183673,20.632653061224488,26.964560862865948,0.5767855484941334
2023-2026,Sandeep Sharma,41,743,33,8.62449528936743,18.121951219512194,26.048780487804876,30.551816958277257,0.5697796005668657
2023-2026,KH Pandya,32,738,40,7.796747967479675,23.0625,29.96875,32.38482384823848,0.5633708675127763
2023-2026,PP Chawla,34,576,27,8.302083333333334,16.941176470588236,23.441176470588236,32.29166666666667,0.5590954852944094
2023-2026,KK Ahmed,43,796,38,9.128140703517587,18.511627906976745,28.162790697674417,45.97989949748744,0.5556051170805867
2023-2026,AR Patel,29,780,40,7.730769230769232,26.896551724137932,34.6551724137931,33.46153846153846,0.5491382455750767
2023-2026,Ravi Bishnoi,37,805,40,8.668322981366458,21.756756756756758,31.43243243243243,32.546583850931675,0.5475730889194682
2023-2026,M Prasidh Krishna,29,378,16,8.285714285714285,13.03448275862069,18.0,41.53439153439153,0.5472408632707865
2023-2026,Harshit Rana,41,619,30,9.324717285945072,15.097560975609756,23.463414634146343,40.38772213247172,0.5452345711123512
2023-2026,T Natarajan,37,627,29,8.966507177033494,16.945945945945947,25.324324324324323,31.89792663476874,0.5425149666606831
2023-2026,R Ashwin,30,810,36,7.985185185185185,27.0,35.93333333333333,29.1358024691358,0.5420828865401719
2023-2026,Mohammed Shami,35,594,27,8.818181818181818,16.97142857142857,24.942857142857143,44.612794612794616,0.541248764041393
2023-2026,Mukesh Kumar,46,654,33,10.009174311926605,14.217391304347826,23.717391304347824,35.16819571865443,0.5365817454349494
2023-2026,VG Arora,38,579,29,9.274611398963732,15.236842105263158,23.55263157894737,38.5146804835924,0.5359979407560457
2023-2026,Harpreet Brar,26,523,31,8.042065009560229,20.115384615384617,26.96153846153846,32.88718929254302,0.5354396671880131
2023-2026,Avesh Khan,43,787,37,9.659466327827191,18.302325581395348,29.46511627906977,30.368487928843713,0.5337870290224446
2023-2026,DL Chahar,30,591,32,8.558375634517766,19.7,28.1,42.30118443316413,0.5293775680805923
2023-2026,PJ Cummins,34,664,30,9.090361445783133,19.529411764705884,29.58823529411765,36.596385542168676,0.5222875087910219
2023-2026,JR Hazlewood,25,318,15,8.566037735849056,12.72,18.16,46.855345911949684,0.521227434538299
2023-2026,MA Starc,39,484,24,9.90495867768595,12.41025641025641,20.487179487179485,40.49586776859504,0.517765187133689
2023-2026,MJ Santner,15,363,19,7.454545454545455,24.2,30.066666666666666,34.15977961432507,0.5129246248816222
2023-2026,Naveen-ul-Haq,26,387,17,8.852713178294573,14.884615384615385,21.96153846153846,36.17571059431525,0.5096719114891243
2023-2026,MM Ali,17,300,20,8.0,17.647058823529413,23.529411764705884,32.666666666666664,0.507638494661935
2023-2026,M Jansen,29,529,26,9.141776937618147,18.24137931034483,27.79310344827586,40.26465028355388,0.5035988881629545
2023-2026,M Theekshana,24,666,29,8.35135135135135,27.75,38.625,30.78078078078078,0.5034553554290536
2023-2026,JD Unadkat,26,414,23,8.985507246376812,15.923076923076923,23.846153846153847,30.434782608695656,0.5025487533649281
2023-2026,DJ Willey,4,90,4,6.8,22.5,25.5,41.11111111111111,0.5020596180922376
2023-2026,R Sai Kishore,26,345,20,9.095652173913043,13.26923076923077,20.115384615384617,31.01449275362319,0.5020228986025221
2023-2026,Yash Dayal,32,679,34,9.34020618556701,21.21875,33.03125,35.7879234167894,0.5018832222975853
2023-2026,I Sharma,26,422,24,9.085308056872037,16.23076923076923,24.576923076923077,39.57345971563981,0.49791925383041497
2023-2026,Akash Madhwal,26,352,17,9.375,13.538461538461538,21.153846153846153,31.818181818181817,0.4899711649731242
2023-2026,RD Chahar,18,490,24,8.167346938775509,27.22222222222222,37.05555555555556,31.428571428571427,0.48970810671947196
2023-2026,GJ Maxwell,14,236,19,8.211864406779661,16.857142857142858,23.071428571428573,34.32203389830508,0.4889092037822328
2023-2026,DS Rathi,14,312,13,8.096153846153847,22.285714285714285,30.071428571428573,31.41025641025641,0.485418354964854
2023-2026,Mustafizur Rahman,19,314,14,8.80891719745223,16.526315789473685,24.263157894736842,37.261146496815286,0.48305707861428054
2023-2026,HH Pandya,31,594,38,9.878787878787879,19.161290322580644,31.548387096774192,34.00673400673401,0.47888895664605313
2023-2026,NT Ellis,15,276,12,8.5,18.4,26.066666666666666,30.434782608695656,0.4782448651513145
2023-2026,MA Wood,11,96,4,8.5,8.727272727272727,12.363636363636363,50.0,0.47824074075970874
2023-2026,C Green,20,439,29,8.815489749430524,21.95,32.25,36.44646924829157,0.4781822870218253
2023-2026,AD Russell,34,376,32,10.51595744680851,11.058823529411764,19.38235294117647,34.308510638297875,0.47585767411185553
2023-2026,N Burger,9,126,6,8.238095238095237,14.0,19.22222222222222,50.79365079365079,0.4736725351045759
2023-2026,SN Thakur,30,544,29,9.959558823529411,18.133333333333333,30.1,27.573529411764707,0.4733937845067718
2023-2026,A Mishra,8,126,8,8.095238095238095,15.75,21.25,29.365079365079367,0.4732416466510362
2023-2026,Suyash Sharma,21,576,28,8.822916666666668,27.428571428571427,40.333333333333336,34.02777777777778,0.47318785464443436
2023-2026,PWH de Silva,20,420,19,8.971428571428572,21.0,31.4,29.04761904761905,0.47313945748685093
2023-2026,E Malinga,17,184,9,9.130434782608695,10.823529411764707,16.470588235294116,35.32608695652174,0.47098509989231246
2023-2026,JP Behrendorff,17,252,12,9.071428571428571,14.823529411764707,22.41176470588235,36.507936507936506,0.4673189704209989
2023-2026,Vijaykumar Vyshak,24,357,17,9.69747899159664,14.875,24.041666666666668,28.851540616246496,0.46708065142019295
2023-2026,M Markande,19,366,18,9.196721311475411,19.263157894736842,29.526315789473685,28.96174863387978,0.46270797487335213
2023-2026,Yash Thakur,28,443,21,10.130925507900677,15.821428571428571,26.714285714285715,33.63431151241535,0.4623860418449467
2023-2026,J Little,13,228,11,8.763157894736842,17.53846153846154,25.615384615384617,36.84210526315789,0.4611917162714925
2023-2026,A Kamboj,12,207,12,8.753623188405797,17.25,25.166666666666668,40.57971014492754,0.4583269786523365
2023-2026,MP Yadav,10,121,6,8.87603305785124,12.1,17.9,49.586776859504134,0.45370473908325104
2023-2026,JC Archer,16,417,18,8.906474820143885,26.0625,38.6875,42.20623501199041,0.45327944819591726
2023-2026,MR Marsh,13,169,11,9.159763313609467,13.0,19.846153846153847,26.627218934911244,0.4516156938449472
2023-2026,AS Roy,7,125,9,8.448,17.857142857142858,25.142857142857142,36.8,0.4516131144059893
2023-2026,KV Sharma,24,363,21,10.066115702479339,15.125,25.375,29.476584022038566,0.4513379933683554
2023-2026,SM Curran,28,605,32,10.195041322314049,21.607142857142858,36.714285714285715,30.909090909090907,0.4508555772586552
2023-2026,MG Bracewell,6,66,5,8.636363636363637,11.0,15.833333333333334,39.39393939393939,0.45056044860367106
2023-2026,K Rabada,21,492,22,9.71951219512195,23.428571428571427,37.95238095238095,39.43089430894309,0.44195442923343764
2023-2026,V Nigam,11,240,14,8.925,21.818181818181817,32.45454545454545,31.666666666666664,0.44048786399876216
2023-2026,Arjun Tendulkar,4,73,5,8.465753424657535,18.25,25.75,45.20547945205479,0.43916074211018274
2023-2026,Swapnil Singh,6,102,9,8.705882352941176,17.0,24.666666666666668,28.431372549019606,0.43847675300799616
2023-2026,N Thushara,9,180,8,8.866666666666667,20.0,29.555555555555557,33.88888888888889,0.4382949765119286
2023-2026,V Puthur,6,72,5,9.0,12.0,18.0,33.33333333333333,0.4338777530530782
2023-2026,M Siddharth,3,96,5,8.0,32.0,42.666666666666664,35.41666666666667,0.43380970058614654
2023-2026,A Zampa,11,180,8,9.3,16.363636363636363,25.363636363636363,27.77777777777778,0.4332147570963395
2023-2026,WD Parnell,9,151,7,9.178807947019868,16.77777777777778,25.666666666666668,37.086092715231786,0.430222893346045
2023-2026,K Gowtham,3,108,7,7.944444444444445,36.0,47.666666666666664,40.74074074074074,0.42999979379715975
2023-2026,L Ngidi,7,70,3,9.257142857142858,10.0,15.428571428571429,31.428571428571427,0.4299295318455003
2023-2026,N Rana,3,65,8,8.492307692307692,21.666666666666668,30.666666666666668,27.692307692307693,0.4291190775515433
2023-2026,WG Jacks,8,138,13,9.130434782608695,17.25,26.25,31.15942028985507,0.4278116807477405
2023-2026,LH Ferguson,17,258,14,10.023255813953488,15.176470588235293,25.352941176470587,33.72093023255814,0.42711908537510634
2023-2026,R Parag,4,138,11,8.173913043478262,34.5,47.0,25.36231884057971,0.4264390764768806
2023-2026,K Kartikeya,7,204,12,8.794117647058822,29.142857142857142,42.714285714285715,29.411764705882355,0.4199110812560213
2023-2026,Mohsin Khan,14,312,15,9.692307692307693,22.285714285714285,36.0,38.46153846153847,0.4189119447163612
2023-2026,Prince Yadav,7,155,7,9.096774193548388,22.142857142857142,33.57142857142857,34.193548387096776,0.4180186546266278
2023-2026,LS Livingstone,7,168,14,9.035714285714285,24.0,36.142857142857146,24.404761904761905,0.41771919670825164
2023-2026,KR Sen,6,90,5,9.333333333333334,15.0,23.333333333333332,33.33333333333333,0.41539532296319825
2023-2026,Akash Singh,9,181,9,9.414364640883978,20.11111111111111,31.555555555555557,36.46408839779006,0.4153040964332706
2023-2026,A Nortje,19,438,19,10.26027397260274,23.05263157894737,39.421052631578945,36.5296803652968,0.41259091283006966
2023-2026,Azmatullah Omarzai,12,288,15,9.625,24.0,38.5,35.76388888888889,0.41168414380095025
2023-2026,AK Markram,5,133,14,8.93233082706767,26.6,39.6,24.81203007518797,0.41063836436838375
2023-2026,G Coetzee,15,273,14,10.175824175824175,18.2,30.866666666666667,37.362637362637365,0.40872509391379613
2023-2026,MP Stoinis,11,234,21,9.794871794871796,21.272727272727273,34.72727272727273,33.33333333333333,0.4050783951929906
2023-2026,Harsh Dubey,7,90,5,9.8,12.857142857142858,21.0,27.77777777777778,0.40293568308376976
2023-2026,KA Jamieson,5,90,4,9.533333333333333,18.0,28.6,37.77777777777778,0.3987647447245431
2023-2026,RP Meredith,7,118,5,9.864406779661017,16.857142857142858,27.714285714285715,35.59322033898305,0.3941273456613543
2023-2026,UT Yadav,10,240,15,9.899999999999999,24.0,39.6,40.833333333333336,0.3928184030616423
2023-2026,Zeeshan Ansari,8,203,10,9.694581280788178,25.375,41.0,23.645320197044335,0.391864735902565
2023-2026,KM Asif,3,84,4,9.214285714285715,28.0,43.0,33.33333333333333,0.38933918410045754
2023-2026,S Sandeep Warrier,6,66,5,10.181818181818182,11.0,18.666666666666668,46.96969696969697,0.38616650921739765
2023-2026,Mohammad Nabi,2,74,6,8.91891891891892,37.0,55.0,25.675675675675674,0.3841618065943394
2023-2026,Nithish Kumar Reddy,9,163,14,10.30674846625767,18.11111111111111,31.11111111111111,30.061349693251532,0.38118379784888956
2023-2026,AS Joseph,8,202,10,9.98019801980198,25.25,42.0,37.12871287128713,0.3801554359951835
2023-2026,Sikandar Raza,3,84,7,9.571428571428573,28.0,44.666666666666664,26.190476190476193,0.3744582317212767
2023-2026,Ashwani Kumar,11,123,7,10.975609756097562,11.181818181818182,20.454545454545453,30.081300813008134,0.37133198237485066
2023-2026,RJ Gleeson,2,68,3,9.352941176470589,34.0,53.0,36.76470588235294,0.37067108706781726
2023-2026,Washington Sundar,6,220,15,9.709090909090909,36.666666666666664,59.333333333333336,27.27272727272727,0.3665631819560642
2023-2026,HR Shokeen,3,114,8,9.421052631578947,38.0,59.666666666666664,34.21052631578947,0.365412091872117
2023-2026,Arshad Khan,12,260,18,10.823076923076924,21.666666666666668,39.083333333333336,36.53846153846153,0.36533702628074477
2023-2026,Yudhvir Singh,8,138,9,10.652173913043477,17.25,30.625,40.57971014492754,0.36440588365383964
2023-2026,Rasikh Salam,10,183,10,10.852459016393443,18.3,33.1,30.601092896174865,0.36186033900166437
2023-2026,XC Bartlett,2,84,5,9.357142857142858,42.0,65.5,44.047619047619044,0.358246573832775
2023-2026,Umran Malik,6,126,9,10.619047619047619,21.0,37.166666666666664,35.714285714285715,0.3526368119928583
2023-2026,SH Johnson,5,164,9,10.28048780487805,32.8,56.2,37.19512195121951,0.34497183848084
2023-2026,Abhishek Sharma,4,186,16,9.741935483870968,46.5,75.5,31.182795698924732,0.3427306433243845
2023-2026,Mayank Dagar,2,137,8,8.75912408759124,68.5,100.0,32.11678832116788,0.3425877419377665
2023-2026,V Viyaskanth,1,60,3,9.0,60.0,90.0,31.666666666666664,0.3418625752924196
2023-2026,Shahbaz Ahmed,9,264,24,10.886363636363637,29.333333333333332,53.22222222222222,27.27272727272727,0.33984991904301265
2023-2026,JO Holder,4,171,8,10.0,42.75,71.25,26.900584795321635,0.3377198816569272
2023-2026,C Sakariya,3,66,3,10.727272727272727,22.0,39.333333333333336,30.303030303030305,0.3354851409721259
2023-2026,RJW Topley,5,120,6,10.85,24.0,43.4,36.666666666666664,0.33471655121467414
2023-2026,Simarjeet Singh,8,132,8,11.636363636363637,16.5,32.0,37.878787878787875,0.3245463638210426
2023-2026,R Shepherd,11,180,13,12.0,16.363636363636363,32.72727272727273,27.77777777777778,0.3207147571097324
2023-2026,Lalit Yadav,3,96,6,10.8125,32.0,57.666666666666664,28.125,0.3166222006000973
2023-2026,CJ Jordan,3,132,6,10.545454545454545,44.0,77.33333333333333,33.33333333333333,0.3093749297275888
2023-2026,Fazalhaq Farooqi,4,182,9,10.615384615384615,45.5,80.5,32.417582417582416,0.3078681099165299
2023-2026,R Dhawan,1,60,5,10.2,60.0,102.0,41.66666666666667,0.291862575298372
2023-2026,W O'Rourke,6,62,3,12.483870967741936,10.333333333333334,21.5,24.193548387096776,0.2912684300825811
2023-2026,Akash Deep,5,165,9,11.6,33.0,63.8,31.515151515151512,0.28968592761046097
2023-2026,PVD Chameera,4,120,7,11.799999999999999,30.0,59.0,25.0,0.2822424317770948
2023-2026,Kartik Tyagi,3,109,6,11.889908256880734,36.333333333333336,72.0,27.522935779816514,0.2650950748315913
2023-2026,MJ Henry,1,90,5,9.933333333333334,90.0,149.0,31.11111111111111,0.25703827438171556
2023-2026,KT Maphaka,2,66,4,13.0,33.0,71.5,36.36363636363637,0.22024148317306388
